Customer,Address,Phone,Personnummer,BankAccount
Jenny Hagström,"Skolstigen 479, 84620 Norrköping",+46 (0)163 979 14,001003-9907,SE8902PSFY01211467765419
Gunilla Danielsson,"Villavägen 538, 99769 Skellefteå",+46 (0)04 83 44 81,620521-9089,SE8902NCHQ05383241398951
Rosa Rosengren Vikström,"Nytorget 9, 10127 Karlskrona",0201-352 83,671206-3400,SE8902BADO65968898453667
Marie Hosseini,"Stortorget 060, 79596 Jönköping",08-10 04 08,040413-9156,SE8902BIRC46206283725522
Alva Blixt,"Björkvägen 0, 63134 Borlänge",+46 (0)06 27 41 69,560130-1566,SE8902QVRD43136737091818
Mona Nordqvist-Jonsson,"Skogsvägen 0, 11888 Nyköping",08-375 387 43,730524-7251,SE8902YBUM91649266178467
Mona Nordqvist-Jonsson,"Skogsvägen 0, 11888 Nyköping",08-375 387 43,730524-7251,SE8902XPKO29440306068239
Mona Nordqvist-Jonsson,"Skogsvägen 0, 11888 Nyköping",08-375 387 43,730524-7251,SE8902SAUK38756106548184
Greta Arvidsson,"Kvarngatan 8, 45171 Trelleborg",08-853 66 23,530610-3549,SE8902PRHA61506657906077
Maria Nyström,"Skolgatan 6, 30071 Borås",002-864 34 55,940612-8737,SE8902FWBT85916441228504
Maria Nyström,"Skolgatan 6, 30071 Borås",002-864 34 55,940612-8737,SE8902LUYC21483942556730
Margareta Johansson,"Skolgatan 047, 97104 Östersund",0334-31 32 84,950709-3822,SE8902CKQN72795971469366
Margareta Johansson,"Skolgatan 047, 97104 Östersund",0334-31 32 84,950709-3822,SE8902TVFH53282057943154
Margareta Johansson,"Skolgatan 047, 97104 Östersund",0334-31 32 84,950709-3822,SE8902UTXQ46186994218835
Margareta Johansson,"Skolgatan 047, 97104 Östersund",0334-31 32 84,950709-3822,SE8902BCGB09402639721004
Greta Persson-Jönsson,"Åkergatan 7, 96228 Kristianstad",0227-380 10,820604-3583,SE8902QCUD22504040792723
Erika Oskarsson,"Skolvägen 01, 56393 Västerås",022-184 01 71,370902-0154,SE8902XFEK65570601507823
Kristina Hägglund,"Strandgatan 02, 52242 Lidköping",0899-18 49 15,441022-8888,SE8902CHPG90425118808478
Kristina Hägglund,"Strandgatan 02, 52242 Lidköping",0899-18 49 15,441022-8888,SE8902HXLB10149156679316
Kristina Hägglund,"Strandgatan 02, 52242 Lidköping",0899-18 49 15,441022-8888,SE8902PCFY59781759139715
Margareta Schmidt,"Granvägen 15, 85311 Sandviken",+46 (0)8 104 498 56,730310-5568,SE8902NIFB25528008124700
Margareta Schmidt,"Granvägen 15, 85311 Sandviken",+46 (0)8 104 498 56,730310-5568,SE8902TMSX38474464548691
Eva Karlsson Håkansson,"Industrigatan 9, 91127 Halmstad",+46 (0)04 29 23 80,390202-9028,SE8902RYXO33562941610360
Eva Karlsson Håkansson,"Industrigatan 9, 91127 Halmstad",+46 (0)04 29 23 80,390202-9028,SE8902YWQH50779746486712
Eva Karlsson Håkansson,"Industrigatan 9, 91127 Halmstad",+46 (0)04 29 23 80,390202-9028,SE8902TOSX14314674232363
Anna Ström,"Storvägen 477, 27289 Luleå",039-43 17 08,541030-7333,SE8902DJPX89629848207656
Maryam Forsberg,"Bäckgatan 8, 56136 Halmstad",08-96 76 13,841210-2538,SE8902QYUK75923058440099
Maryam Forsberg,"Bäckgatan 8, 56136 Halmstad",08-96 76 13,841210-2538,SE8902GXKS66714923613080
Matilda Thorén,"Ängsvägen 72, 29962 Ängelholm",+46 (0)242 470 50,610817-9885,SE8902TBKW34062991571482
Agneta Lundin,"Järnvägsgatan 043, 31561 Stockholm",08-518 19 51,410404-6919,SE8902KASG36290465086408
Agneta Lundin,"Järnvägsgatan 043, 31561 Stockholm",08-518 19 51,410404-6919,SE8902FMGF16921362391617
Agneta Lundin,"Järnvägsgatan 043, 31561 Stockholm",08-518 19 51,410404-6919,SE8902SUPU22107368286746
Agneta Lundin,"Järnvägsgatan 043, 31561 Stockholm",08-518 19 51,410404-6919,SE8902CUMA73016131740531
Beatrice Wall Sjöberg,"Järnvägstorget 3, 60378 Falun",073-93 83 38,480221-2193,SE8902YULJ56180665771621
Beatrice Wall Sjöberg,"Järnvägstorget 3, 60378 Falun",073-93 83 38,480221-2193,SE8902YIXR29588609244770
Nicole Berggren,"Ängsgatan 9, 93491 Lidköping",092-358 77 72,500226-1625,SE8902SBKV17928186427622
Nicole Berggren,"Ängsgatan 9, 93491 Lidköping",092-358 77 72,500226-1625,SE8902YREH60256445948405
Nicole Berggren,"Ängsgatan 9, 93491 Lidköping",092-358 77 72,500226-1625,SE8902GZAO49226888899471
Nicole Berggren,"Ängsgatan 9, 93491 Lidköping",092-358 77 72,500226-1625,SE8902CDUU61660929189479
Marit Frisk,"Villavägen 035, 26090 Motala",088-347 15 56,800402-6905,SE8902QDDZ01493266009705
Maria Pettersson,"Villavägen 27, 57891 Örebro",08-73 08 22,770715-4147,SE8902MSKS70942503348697
Maria Pettersson,"Villavägen 27, 57891 Örebro",08-73 08 22,770715-4147,SE8902KOWL19108099243979
Inger Söderlund,"Trädgårdsvägen 8, 55663 Lund",08-577 58 56,440603-3151,SE8902UHPN71937885399066
Barbro Svensson-Hosseini,"Fabriksstigen 73, 62566 Malmö",08-092 433 08,831029-2936,SE8902KIPZ83378012088513
Barbro Svensson-Hosseini,"Fabriksstigen 73, 62566 Malmö",08-092 433 08,831029-2936,SE8902YZWC23724318974586
Barbro Svensson-Hosseini,"Fabriksstigen 73, 62566 Malmö",08-092 433 08,831029-2936,SE8902AMRJ75051497335013
Mila Larsson,"Storvägen 744, 55763 Jönköping",0340-96 99 26,070119-5604,SE8902PFUA65955298845159
Mila Larsson,"Storvägen 744, 55763 Jönköping",0340-96 99 26,070119-5604,SE8902DNVY67349092911659
Linnea Ekberg,"Skogsgatan 9, 24472 Södertälje",+46 (0)8 797 419 04,050313-8067,SE8902QBFU77974903239810
Marie Karlsson,"Nyvägen 366, 29309 Eskilstuna",0670-958 06,030330-5338,SE8902NBJB19095650975525
Louise Rask,"Skolstigen 09, 96709 Varberg",08-27 66 67,460319-8310,SE8902IACG54044232519044
Louise Rask,"Skolstigen 09, 96709 Varberg",08-27 66 67,460319-8310,SE8902NKXR00859309312215
Karin Lindholm,"Ekvägen 7, 23011 Umeå",0001-31 09 83,661105-0391,SE8902PFCZ88971783919966
Karin Lindholm,"Ekvägen 7, 23011 Umeå",0001-31 09 83,661105-0391,SE8902IQAS41209315371860
Marie Ågren,"Industritorget 18, 23510 Eskilstuna",08-81 62 31,810417-8192,SE8902HEMI79004079416247
Yvonne Lindblom,"Industrigatan 194, 93595 Lund",+46 (0)11 64 65 56,880721-1449,SE8902LFOG32831877730656
Yvonne Lindblom,"Industrigatan 194, 93595 Lund",+46 (0)11 64 65 56,880721-1449,SE8902TJON16189488376725
Yvonne Lindblom,"Industrigatan 194, 93595 Lund",+46 (0)11 64 65 56,880721-1449,SE8902NXQN75553814880916
Filippa Andersson,"Furugatan 6, 92612 Stockholm",08-979 037 34,910425-0569,SE8902AOEI11888157159723
Margit Nilsson Petersson,"Nytorget 975, 70910 Uppsala",+46 (0)71 51 69 74,370824-9903,SE8902MIDF11176460973267
Christina Isaksson,"Åkerstigen 05, 52786 Uddevalla",08-082 204 44,501222-6584,SE8902XAJW53043482546967
Elisabet Andersson-Nyberg,"Stationsstigen 77, 95479 Skellefteå",+46 (0)769 918 70,600918-0651,SE8902XWUV40935991476872
Lena Eriksson,"Grangränd 9, 52169 Umeå",08-05 02 19,430822-7596,SE8902VFTG99252061459530
Lena Eriksson,"Grangränd 9, 52169 Umeå",08-05 02 19,430822-7596,SE8902XPRV76493567899496
Anneli Eriksson,"Strandgatan 9, 79201 Landskrona",099-561 86 75,880412-3118,SE8902VJMZ66585930292336
Birgitta Dahl,"Björkgränd 726, 18584 Kristianstad",08-081 730 13,470720-1630,SE8902ABDS01701364961907
Patricia Olsson,"Nygatan 1, 52368 Lund",0083-38 37 77,990131-4873,SE8902IRXN70281866292484
Patricia Olsson,"Nygatan 1, 52368 Lund",0083-38 37 77,990131-4873,SE8902ZCTK81497780781136
Patricia Olsson,"Nygatan 1, 52368 Lund",0083-38 37 77,990131-4873,SE8902TKRB93799625518098
Isabel Svensson,"Ängsgränd 5, 14171 Borlänge",073-40 17 53,520519-5133,SE8902XFYN40331665173936
Isabel Svensson,"Ängsgränd 5, 14171 Borlänge",073-40 17 53,520519-5133,SE8902VXBW13958908779060
Sofia Christensen,"Nyvägen 992, 89452 Örebro",0824-650 24,421220-9953,SE8902XBWW91028579125870
Sofia Christensen,"Nyvägen 992, 89452 Örebro",0824-650 24,421220-9953,SE8902ZFFS54641169742438
Matilda Gustafsson-Sjöberg,"Ekgränd 1, 89805 Falun",0100-703 85,680612-3284,SE8902AEAH33465529509698
Ingegerd Skoglund,"Strandvägen 04, 49503 Falun",08-825 44 86,771019-7539,SE8902WIZV49599148565208
Ingegerd Skoglund,"Strandvägen 04, 49503 Falun",08-825 44 86,771019-7539,SE8902OKGM15362718359701
Ingegerd Skoglund,"Strandvägen 04, 49503 Falun",08-825 44 86,771019-7539,SE8902IQGU69949540367787
Lina Lidström Persson,"Genvägen 937, 46288 Södertälje",+46 (0)01 57 69 27,650630-0398,SE8902PGNT42361129672323
Eva Öberg,"Kyrkvägen 6, 36868 Borlänge",077-323 72 29,870606-4063,SE8902LNQG72751750679403
Abdi Davidsson,"Bäckgränd 300, 63255 Örebro",0531-93 49 92,860506-6011,SE8902JYVV72673862515999
Jessica Hansen,"Storgatan 1, 83618 Nyköping",+46 (0)567 861 51,800327-1791,SE8902UAZW13872369602420
Karin Augustsson,"Idrottsgatan 907, 27118 Eskilstuna",+46 (0)48 62 17 71,490520-6670,SE8902DQLW24559347520043
Ann-Charlotte Åkesson,"Idrottsgatan 505, 97829 Trollhättan",+46 (0)8 811 727 67,870302-7774,SE8902HWWI70855528580462
Ann-Charlotte Åkesson,"Idrottsgatan 505, 97829 Trollhättan",+46 (0)8 811 727 67,870302-7774,SE8902VJUZ52218371196993
Maria Öberg,"Skogsstigen 7, 27789 Nyköping",+46 (0)8 548 666 47,400928-6537,SE8902VCAD18253035606269
Maria Öberg,"Skogsstigen 7, 27789 Nyköping",+46 (0)8 548 666 47,400928-6537,SE8902OSQP10294973862487
Elisabet Ljungberg,"Fabriksvägen 27, 86426 Varberg",08-458 541 34,470112-5371,SE8902CARL50738619229703
Pia Alexandersson Brodin,"Skolgatan 931, 62743 Malmö",+46 (0)77 06 69 64,940314-4687,SE8902SXSV66139578019742
Anette Petersson,"Kyrkovägen 72, 51671 Örnsköldsvik",0705-261 43,780619-1628,SE8902ZMRY06748088512775
Anette Petersson,"Kyrkovägen 72, 51671 Örnsköldsvik",0705-261 43,780619-1628,SE8902DVQS82119924518238
Anette Petersson,"Kyrkovägen 72, 51671 Örnsköldsvik",0705-261 43,780619-1628,SE8902BYDD28842601202864
Anette Petersson,"Kyrkovägen 72, 51671 Örnsköldsvik",0705-261 43,780619-1628,SE8902GIHV74884246842599
Eva Klasson,"Industrivägen 1, 49486 Örebro",036-082 07 85,690918-3318,SE8902OULQ88924571915281
Jenny Nyman,"Kvarngatan 0, 45248 Skellefteå",0315-970 14,920210-4320,SE8902UBER10237927754278
Jenny Nyman,"Kvarngatan 0, 45248 Skellefteå",0315-970 14,920210-4320,SE8902KNYL13525753615170
Sara Karlsson,"Åkergatan 24, 44207 Karlskrona",+46 (0)349 175 72,050118-1887,SE8902KFZW27637456654899
Sara Karlsson,"Åkergatan 24, 44207 Karlskrona",+46 (0)349 175 72,050118-1887,SE8902RFAD93127690350624
Ella Johnsson,"Villavägen 276, 23417 Halmstad",0742-096 66,661223-2626,SE8902GFDI02146082509603
Mariann Söderlund,"Björkgränd 761, 93426 Stockholm",085-69 09 76,921013-4327,SE8902OTGT26923733226539
Annelie Sundström Ahmed,"Grangränd 6, 26459 Kalmar",08-40 20 98,050316-9872,SE8902LEIQ16043588196306
Elin Carlsson,"Fabriksgatan 7, 81355 Karlstad",+46 (0)8 119 338 33,010318-7761,SE8902WPAU97779463181066
Elin Carlsson,"Fabriksgatan 7, 81355 Karlstad",+46 (0)8 119 338 33,010318-7761,SE8902DIGS61927513105237
Sara Green,"Industristigen 112, 98204 Lidingö",+46 (0)003 412 47,010921-4098,SE8902FKYE96295585801229
Sara Green,"Industristigen 112, 98204 Lidingö",+46 (0)003 412 47,010921-4098,SE8902OKBP25586865512985
Sara Green,"Industristigen 112, 98204 Lidingö",+46 (0)003 412 47,010921-4098,SE8902OVSC20334070794606
Sara Green,"Industristigen 112, 98204 Lidingö",+46 (0)003 412 47,010921-4098,SE8902EYAI40413449404955
Maya Ek,"Ringvägen 5, 58870 Mölndal",0226-977 11,360220-5001,SE8902YHDH95624192716829
Maya Ek,"Ringvägen 5, 58870 Mölndal",0226-977 11,360220-5001,SE8902ENMF86033537014424
Viktoria Hansson-Karlsson,"Idrottsgatan 4, 68401 Sundsvall",+46 (0)8 456 670 22,550214-0477,SE8902KWGC09517167288801
Ebba Forsell-Larsson,"Parkvägen 94, 21724 Varberg",089-536 09 11,921206-6980,SE8902UNVY51069080799808
Ebba Forsell-Larsson,"Parkvägen 94, 21724 Varberg",089-536 09 11,921206-6980,SE8902VXSM52634787408878
Lova Borgström-Wikström,"Backgatan 007, 77193 Trelleborg",0374-080 53,351031-1156,SE8902VANG86827956202560
Eva Ivarsson-Karlsson,"Trädgårdsvägen 4, 78377 Lidingö",08-42 05 88,421127-7167,SE8902QCOM51159179331018
Åsa Falk,"Kvarnvägen 22, 73238 Umeå",0295-274 23,041105-3135,SE8902AHHW25831609187762
Åsa Falk,"Kvarnvägen 22, 73238 Umeå",0295-274 23,041105-3135,SE8902BBBD92900838719471
Maria Rydén,"Furugatan 741, 10929 Gävle",08-51 80 74,851027-1458,SE8902DFIF62619409849709
Maria Rydén,"Furugatan 741, 10929 Gävle",08-51 80 74,851027-1458,SE8902OJZV87378441905395
Maria Rydén,"Furugatan 741, 10929 Gävle",08-51 80 74,851027-1458,SE8902IFOG47846578093385
Maria Rydén,"Furugatan 741, 10929 Gävle",08-51 80 74,851027-1458,SE8902XMPH01266253886729
Marianne Johansson-Johansson,"Storvägen 1, 98548 Örnsköldsvik",08-615 13 77,810924-6747,SE8902MISM30510735597086
Elisabet Brink,"Gengatan 8, 15699 Helsingborg",0182-37 77 84,491216-2650,SE8902LHXM42438714486224
Sandra Berg-Söderman,"Stationsgränd 47, 66960 Trollhättan",0617-448 58,860720-5146,SE8902YBPA06747616365238
Michelle Stark Martinsson,"Parkgränd 3, 74761 Norrköping",+46 (0)822 859 33,601224-4346,SE8902MPWG51569045484865
Michelle Stark Martinsson,"Parkgränd 3, 74761 Norrköping",+46 (0)822 859 33,601224-4346,SE8902ZTXO23071825012027
Eva Hjalmarsson,"Industrigatan 8, 12961 Landskrona",+46 (0)237 594 61,541229-5833,SE8902SPOT75366803801987
Tina Hammarström,"Industrigatan 547, 48570 Sandviken",0552-76 95 10,970512-8305,SE8902RBPQ42858370864616
Anna Edström,"Skogsgatan 652, 25462 Lidingö",08-465 714 76,030720-9973,SE8902HFSR53083572903940
Ruth Omar,"Ängsvägen 02, 16410 Lidköping",08-06 48 61,540411-6336,SE8902JNFW68474844339506
Stella Andersson Hansson,"Fabriksgatan 87, 10703 Alingsås",08-100 15 66,660925-8436,SE8902YZWZ87858217066053
Eva Svensson,"Industrigatan 607, 67196 Lidköping",0359-88 42 42,040131-0016,SE8902GWOF13656646987338
Agneta Zhang,"Gengränd 5, 69690 Alingsås",08-51 24 96,010607-6805,SE8902NIIB74522467804955
Cecilia Borg,"Järnvägsvägen 1, 20237 Örnsköldsvik",+46 (0)501 833 34,700411-6757,SE8902WDCF38284869757417
Lina Larsson,"Nyvägen 80, 51784 Gävle",08-44 00 20,670428-7017,SE8902WFUC02168045258799
Jenny Petersson-Ottosson,"Kvarngatan 077, 50054 Uppsala",08-244 840 58,940921-4039,SE8902ALWE64418794375241
Jenny Petersson-Ottosson,"Kvarngatan 077, 50054 Uppsala",08-244 840 58,940921-4039,SE8902WJDM26526890895791
Jenny Petersson-Ottosson,"Kvarngatan 077, 50054 Uppsala",08-244 840 58,940921-4039,SE8902QLQD50953604363689
Kristina Carlsson,"Furuvägen 406, 10934 Kalmar",044-56 46 36,500318-9833,SE8902QSEZ62900642158291
Lovisa Larsson,"Furuvägen 109, 77486 Lund",+46 (0)8 742 672 60,461224-9195,SE8902HEBA48610510102589
Ing-Marie Wennberg,"Fabriksgränd 55, 45869 Sundsvall",070-40 14 87,361111-3899,SE8902SOSH76024453681329
Ing-Marie Wennberg,"Fabriksgränd 55, 45869 Sundsvall",070-40 14 87,361111-3899,SE8902RYJW27814189025495
Ing-Britt Sjölin,"Åkerstigen 2, 82587 Karlstad",08-283 45 79,700320-8738,SE8902UVRY16194000688254
Yasmin Nilsson,"Parkgatan 41, 14946 Södertälje",08-991 016 05,641015-5045,SE8902NNNR28386574821422
Yasmin Nilsson,"Parkgatan 41, 14946 Södertälje",08-991 016 05,641015-5045,SE8902UZYG74951512780315
Vera Andersson,"Skolgatan 8, 50948 Linköping",0396-64 00 72,441119-7330,SE8902FLMA18768060331290
Vera Andersson,"Skolgatan 8, 50948 Linköping",0396-64 00 72,441119-7330,SE8902ADKD16230449646773
Daniella Björk,"Fabrikstorget 9, 93573 Falun",097-81 48 60,430501-5853,SE8902WGFJ72090874836772
Yvonne Aronsson,"Parkstigen 15, 61628 Göteborg",08-294 68 79,950614-2836,SE8902GHSB29020078073922
Johanna Johansson,"Industrivägen 439, 22290 Halmstad",033-735 30 19,450220-3229,SE8902DRNW01025820075953
Felicia Jeppsson,"Idrottsgatan 28, 44636 Södertälje",08-18 75 45,810701-7363,SE8902OELG14968309944058
Felicia Jeppsson,"Idrottsgatan 28, 44636 Södertälje",08-18 75 45,810701-7363,SE8902YBIX02378701637177
Nina Hellström,"Villatorget 16, 18783 Örebro",0531-164 84,421205-9713,SE8902JIRN62314882418604
Margareta Hallberg Mohamed,"Åkerstigen 080, 61500 Kristianstad",024-733 95 07,900602-3726,SE8902JXAL47272008936438
Ingegärd Larsson,"Industrivägen 223, 50840 Lidköping",079-70 40 22,541201-9092,SE8902SPLA84551710891296
Laila Johansson,"Stationsgatan 6, 93606 Linköping",08-16 65 07,410406-3831,SE8902GJEV19959770508700
Ebba Andersson,"Storgränd 0, 40402 Karlskrona",0401-996 41,420211-2910,SE8902ZNHI21783939608864
Sandra Karlsson,"Backvägen 50, 24223 Kristianstad",0511-552 70,570529-2893,SE8902QVLD06706916367921
Tilde Nyberg Svensson,"Kyrkstigen 45, 99449 Västerås",08-82 51 76,890101-0481,SE8902AXQM18280403499014
Antonia Eriksson,"Parktorget 30, 83819 Stockholm",+46 (0)8 914 078 24,970131-9494,SE8902MRZJ54641003814611
Jeanette Pettersson,"Åkervägen 74, 54518 Karlstad",08-18 31 69,640207-1176,SE8902YXRL88472345282788
Linnéa Westerlund,"Industristigen 06, 92616 Piteå",083-998 46 74,011129-2405,SE8902BRIL75914384755151
Linnéa Westerlund,"Industristigen 06, 92616 Piteå",083-998 46 74,011129-2405,SE8902ZJEO82962448424927
Sofia Pettersson,"Fabriksgatan 3, 25720 Södertälje",08-790 75 50,480219-6958,SE8902MJIL81207705272655
Ahmed Brolin,"Industrivägen 2, 38219 Örnsköldsvik",072-16 65 95,651217-3912,SE8902NOXD78517742994470
Britt Svärd,"Strandgränd 13, 91904 Alingsås",08-449 03 45,380219-1373,SE8902NEKM17238713453074
Britt Svärd,"Strandgränd 13, 91904 Alingsås",08-449 03 45,380219-1373,SE8902GQAF56677712799125
Britt Svärd,"Strandgränd 13, 91904 Alingsås",08-449 03 45,380219-1373,SE8902GZKG54552009162805
Britt Svärd,"Strandgränd 13, 91904 Alingsås",08-449 03 45,380219-1373,SE8902ROXJ87709608865856
Viktoria Thorén Eriksson,"Gengatan 17, 80339 Falun",0170-96 53 74,990429-0559,SE8902AVGD46528407389614
Viktoria Thorén Eriksson,"Gengatan 17, 80339 Falun",0170-96 53 74,990429-0559,SE8902XFGN05965642065136
Lisbet Eriksson,"Granvägen 92, 61099 Lidingö",08-42 41 70,891030-3471,SE8902XUOQ37054183061149
Lisbet Eriksson,"Granvägen 92, 61099 Lidingö",08-42 41 70,891030-3471,SE8902QCNP19721394374879
Ann-Sofie Persson,"Storvägen 5, 13929 Uddevalla",+46 (0)711 516 88,960806-7808,SE8902TONI18274393550042
Ann-Sofie Persson,"Storvägen 5, 13929 Uddevalla",+46 (0)711 516 88,960806-7808,SE8902RDFD79748993078910
Marika Petersen,"Genvägen 6, 68346 Eskilstuna",+46 (0)36 04 19 95,061022-1343,SE8902YEDJ01205803951858
Marika Petersen,"Genvägen 6, 68346 Eskilstuna",+46 (0)36 04 19 95,061022-1343,SE8902IJBW38904188628765
Marika Petersen,"Genvägen 6, 68346 Eskilstuna",+46 (0)36 04 19 95,061022-1343,SE8902FMID10536679996597
Pernilla Forsberg,"Industrigatan 8, 91343 Ängelholm",+46 (0)17 99 37 69,401110-9719,SE8902ZWKS28095257338274
Pernilla Forsberg,"Industrigatan 8, 91343 Ängelholm",+46 (0)17 99 37 69,401110-9719,SE8902JFXZ40334167631989
Pernilla Forsberg,"Industrigatan 8, 91343 Ängelholm",+46 (0)17 99 37 69,401110-9719,SE8902DOFI01208990186376
Elin Blom,"Furuvägen 1, 71239 Karlskoga",0335-014 84,611223-8008,SE8902OILP02531246077432
Tindra Berglund,"Furuvägen 43, 98974 Skövde",+46 (0)47 22 79 07,041004-4440,SE8902MQTA07583386361028
Tindra Berglund,"Furuvägen 43, 98974 Skövde",+46 (0)47 22 79 07,041004-4440,SE8902GJBL45406945630901
Marina Hansson-Frisk,"Järnvägsgatan 359, 84129 Södertälje",08-340 012 92,420922-8909,SE8902PLOQ67311426466791
Linda Andersson,"Stationsgatan 47, 36006 Karlskoga",+46 (0)8 075 202 34,440828-9884,SE8902ONKL85026172925302
Linda Andersson,"Stationsgatan 47, 36006 Karlskoga",+46 (0)8 075 202 34,440828-9884,SE8902XGBQ65373440284962
My Johansson,"Skolvägen 174, 33343 Örebro",+46 (0)8 268 187 17,391121-3928,SE8902KFFN35109779680770
My Johansson,"Skolvägen 174, 33343 Örebro",+46 (0)8 268 187 17,391121-3928,SE8902NQRV40490469744981
Britt-Marie Lundström,"Villagatan 8, 61108 Gävle",08-361 536 32,380131-5510,SE8902XSYV69131047178016
Hanna Alfredsson,"Bäckgränd 97, 77756 Helsingborg",0474-00 50 45,351123-4134,SE8902HODK85678819977506
Lovisa Persson Gunnarsson,"Skolgatan 37, 35950 Örebro",008-656 64 24,440107-5637,SE8902YIGY15689375176219
Eivor Bengtsson,"Nygatan 45, 99468 Eskilstuna",+46 (0)81 80 55 37,010826-5976,SE8902JTME09227824695264
Eivor Bengtsson,"Nygatan 45, 99468 Eskilstuna",+46 (0)81 80 55 37,010826-5976,SE8902UWHJ79819805055119
Lovisa Axelsson,"Järnvägstorget 48, 46893 Västerås",08-84 06 72,810311-0196,SE8902OWWY66208651137307
Lovisa Axelsson,"Järnvägstorget 48, 46893 Västerås",08-84 06 72,810311-0196,SE8902DGBN51946839388357
Kristina Blixt,"Skolstigen 09, 61795 Uppsala",+46 (0)36 07 77 97,780906-7700,SE8902GXGJ09737434359792
Kristina Blixt,"Skolstigen 09, 61795 Uppsala",+46 (0)36 07 77 97,780906-7700,SE8902PVMT99502269929745
Anita Eriksson,"Industristigen 07, 36634 Lund",08-76 92 14,870206-1931,SE8902FKHS98022985303829
Anita Eriksson,"Industristigen 07, 36634 Lund",08-76 92 14,870206-1931,SE8902TMHA72646385787943
Anita Eriksson,"Industristigen 07, 36634 Lund",08-76 92 14,870206-1931,SE8902EUXF81891691396825
Ingrid Persson,"Industrivägen 05, 76444 Trelleborg",+46 (0)407 532 72,690226-7522,SE8902CEKC27544305100945
Ingrid Persson,"Industrivägen 05, 76444 Trelleborg",+46 (0)407 532 72,690226-7522,SE8902YFNV15788568473424
Britta Larsson,"Björkstigen 0, 33321 Sandviken",08-427 37 25,740618-8388,SE8902VLZY43895735167710
Britta Larsson,"Björkstigen 0, 33321 Sandviken",08-427 37 25,740618-8388,SE8902JTWL04765331104215
Johanna Friberg,"Skogsstigen 5, 81766 Ängelholm",08-875 07 77,440202-6167,SE8902SHGS62187533607069
Johanna Friberg,"Skogsstigen 5, 81766 Ängelholm",08-875 07 77,440202-6167,SE8902DHTY58610419863874
Viola Hedman Bergström,"Skolgatan 6, 71289 Kristianstad",+46 (0)214 173 67,041021-0876,SE8902XJXJ66998115817653
Viola Hedman Bergström,"Skolgatan 6, 71289 Kristianstad",+46 (0)214 173 67,041021-0876,SE8902YORA10515982490383
Viola Hedman Bergström,"Skolgatan 6, 71289 Kristianstad",+46 (0)214 173 67,041021-0876,SE8902APRX63562848993577
Karin Brolin,"Furugatan 939, 66421 Östersund",08-711 64 64,680714-5492,SE8902PTAF77843993668616
Karin Brolin,"Furugatan 939, 66421 Östersund",08-711 64 64,680714-5492,SE8902EHTU59069815598850
Anne Dahl,"Ekgränd 1, 53269 Uppsala",+46 (0)8 375 265 21,551021-3902,SE8902FEIJ60109004189441
Anne Dahl,"Ekgränd 1, 53269 Uppsala",+46 (0)8 375 265 21,551021-3902,SE8902ZTYB33411513006359
Carin Svensson Johansson,"Aspgränd 05, 92511 Trelleborg",+46 (0)47 80 08 45,491207-7031,SE8902SMBI03438185868162
Carin Svensson Johansson,"Aspgränd 05, 92511 Trelleborg",+46 (0)47 80 08 45,491207-7031,SE8902XFDS45905033879975
Carin Svensson Johansson,"Aspgränd 05, 92511 Trelleborg",+46 (0)47 80 08 45,491207-7031,SE8902ZAWM87891339334132
Michelle Hedberg,"Kyrkstigen 98, 50857 Uppsala",08-013 011 38,790311-4127,SE8902YMWM67923221263529
Michelle Hedberg,"Kyrkstigen 98, 50857 Uppsala",08-013 011 38,790311-4127,SE8902ZJBK03539793529686
Pia Lindblom,"Villastigen 823, 20090 Varberg",+46 (0)35 03 99 86,600315-9438,SE8902IAAP17064707009052
Pia Lindblom,"Villastigen 823, 20090 Varberg",+46 (0)35 03 99 86,600315-9438,SE8902GZRH81686967761778
Pia Lindblom,"Villastigen 823, 20090 Varberg",+46 (0)35 03 99 86,600315-9438,SE8902PMAG08583189181534
Linnéa Larsson,"Strandstigen 0, 22608 Lidköping",+46 (0)8 808 699 16,670318-0346,SE8902YWPH88733310983578
Linnéa Larsson,"Strandstigen 0, 22608 Lidköping",+46 (0)8 808 699 16,670318-0346,SE8902QVVH33425126369593
Eva Lindberg,"Kyrkostigen 5, 24874 Lund",0614-333 18,661202-4429,SE8902YYDM63526347491057
Birgit Andersson,"Nygatan 973, 29427 Uddevalla",0686-095 29,050416-1431,SE8902CFVV30512683866714
Gisela Karlsson,"Parkstigen 831, 36385 Norrköping",0758-82 38 79,380601-5578,SE8902LHWV91263359767569
Kerstin Brandt,"Kyrkgatan 8, 97163 Lidingö",+46 (0)8 408 803 10,870517-1141,SE8902ZDQZ85735825212197
Kerstin Brandt,"Kyrkgatan 8, 97163 Lidingö",+46 (0)8 408 803 10,870517-1141,SE8902GOTA27808705650145
Margaretha Svensson,"Industrivägen 2, 45245 Landskrona",065-277 75 39,400518-2425,SE8902XVPE12442001326703
Margaretha Svensson,"Industrivägen 2, 45245 Landskrona",065-277 75 39,400518-2425,SE8902BQOF94784189390061
Margaretha Svensson,"Industrivägen 2, 45245 Landskrona",065-277 75 39,400518-2425,SE8902EDII68114485236045
Maria Nyström-Nilsson,"Strandtorget 253, 76902 Borlänge",0272-01 97 89,881124-5011,SE8902UGUU35326815762231
Maria Nyström-Nilsson,"Strandtorget 253, 76902 Borlänge",0272-01 97 89,881124-5011,SE8902ZECH07329184737257
